Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Andrew M. Allen,https://openalex.org/A4355887507,University of Melbourne,Melbourne,Victoria,Australia,-37.797115,144.95998,https://openalex.org/A2279493338|https://openalex.org/A4354251676|https://openalex.org/A2336963089|https://openalex.org/A2641213819|https://openalex.org/A4354354539|https://openalex.org/A4348697317|https://openalex.org/A4352627309|https://openalex.org/A2276372934|https://openalex.org/A4359264443|https://openalex.org/A4266311419|https://openalex.org/A2668246551|https://openalex.org/A2556865444|https://openalex.org/A4359615512|https://openalex.org/A4355619349|https://openalex.org/A4359735296|https://openalex.org/A2764468176,"aqueducts,|water",16,Petroleum engineering|Environmental engineering|Hydroelectricity|Engineering|Pipeline transport|Electrical engineering|Environmental science|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355887507"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,24,1962,1,AU,81e62c13a13634e17f69173df0d3896b23f3a1ed7fe843025b0be787ce5130fb
Andrew S. Draper,https://openalex.org/A4331706652,New York City Department of Education,New York,New York,United States,40.746883,-73.99308,https://openalex.org/A4334467867,"aqueducts,|water",1,Artificial intelligence|Environmental engineering|Groundwater|Riparian zone|Computer science|Value (mathematics)|Machine learning|Water storage|Biology|Inlet|Mechanical engineering|Hydrology (agriculture)|Aquifer|Water resource management|Drawdown (hydrology)|Habitat|Futures studies|Limiting|Engineering|Geotechnical engineering|Ecology|Surface water|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4331706652"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,2000,1,US,eaec3d513a70aa16f0c8edc58e5b4c06fa8202eb088b9e5579c6c32224a5d9e0
Andy Gibb,https://openalex.org/A4349843714,University of British Columbia,Vancouver,British Columbia,Canada,49.260674,-123.24608,https://openalex.org/A2116949538|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A2113750402|https://openalex.org/A2977946205|https://openalex.org/A4358336685|https://openalex.org/A2313911395|https://openalex.org/A1980934353|https://openalex.org/A4354463369|https://openalex.org/A2543560476|https://openalex.org/A2660771203|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A2657946235|https://openalex.org/A2764421996|https://openalex.org/A4355472586|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A2260522322|https://openalex.org/A2242910632|https://openalex.org/A4340032547|https://openalex.org/A4351435204|https://openalex.org/A2764344154|https://openalex.org/A2641484545|https://openalex.org/A4353365616|https://openalex.org/A2627156756,"aqueducts,|water",26,Environmental engineering|Geography|Archaeology|Mechanical engineering|Geology|Hydrology (agriculture)|Psychology|Completion (oil and gas wells)|Compensation (psychology)|Water flow|Water resource management|Law|Roof|Water supply|Engineering|Political science|Geotechnical engineering|Legislation|Environmental science|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4349843714"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.5,12,1907|1927,2,CA,ff8993bf17c4d096bdbd037bea2c07c3d5b873be55a058bc71d0895a27f372a5
Angela F. Danil de Namor,https://openalex.org/A4341953799,University of Surrey,Guildford,Surrey,United Kingdom,51.243057,-0.589444,,"aqueducts,|water",0,Environmental engineering|Archaeology|Groundwater|Engineering|Civilization|Geotechnical engineering|Water treatment|Environmental science|Fresh water|History|Portable water purification|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341953799"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2007,1,GB,
Angelos N. Findikakis,https://openalex.org/A4342686877,Bechtel (United States),San Francisco,California,United States,37.791374,-122.39644,https://openalex.org/A2184675483|https://openalex.org/A2695335341,"aqueducts,|water",2,Environmental engineering|Biology|Inlet|Remote sensing|Geology|Hydrology (agriculture)|Current (fluid)|Water resource management|Water quality|Water reservoir|Water transfer|Oceanography|Petroleum engineering|Water supply|Engineering|Water circulation|Geotechnical engineering|Ecology|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342686877"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,14,2004,1,US,267dbfd037fd58bf7c8809b11e16951d1d66c52686041b5f4b4c4920801a71d5
Anil K. Lalwani,https://openalex.org/A4356532675,Columbia University,New York,New York,United States,40.8076,-73.96239,https://openalex.org/A2257211552|https://openalex.org/A4358110576|https://openalex.org/A4345440081,"aqueducts,|water",3,Virology|Recombinant DNA|Gene transfer|Adeno-associated virus|Vector (molecular biology)|Biology|Anatomy|Viral vector|Gene|Virus|Genetics|Cochlea,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356532675"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",4.2,49,2000,1,US,3fe439c27be96934a7fb8daf68419c2610ff97c9299beba2774e3a9be94a5d23
Ann Azadpour-Keeley,https://openalex.org/A169239864,Environmental Protection Agency,Washington D.C.,District of Columbia,United States,38.89374,-77.03043,https://openalex.org/A4348472887,"aqueducts,|water",1,Environmental science|History|Computer science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A169239864"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2004,1,US,185264fb6a9fe0b8601f70c523a4f88d3493bc0913f2aab6d6593018259c8f31
Anthony C. Fisher,https://openalex.org/A4330647943,"University of California, Berkeley",Berkeley,California,United States,37.87216,-122.258575,,"aqueducts,|water",0,Cartography|Environmental engineering|Geography|Water storage|Flood myth|Biology|Civil engineering|Inlet|Archaeology|Mechanical engineering|Philosophy|Linguistics|Economic shortage|Water scarcity|Water resources|Water resource management|Government (linguistics)|Business|Water supply|Engineering|Canyon|Bay|Ecology|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4330647943"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,30,1988,1,US,
Anthony D. Kennedy,https://openalex.org/A4354463369,University of Edinburgh,Edinburgh,,United Kingdom,55.944897,-3.189284,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A4351435204|https://openalex.org/A2657946235|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354463369"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1907,1,GB,a5155994372e25742a789a47b9baeb07d99f496a4d1bce39e2e7b8e48d250d1b
Arthur Sylvester,https://openalex.org/A4340416632,Unknown,,,,,,,"aqueducts,|water",0,Geology|Geotechnical engineering|Liquefaction|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4340416632"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,11,1979,1,un,
Asit K. Biswas,https://openalex.org/A4355094973,University of Glasgow,Glasgow,,United Kingdom,55.872307,-4.288221,,"aqueducts,|water",0,Library science|Geology|Palestine|Geography|History|Evaporation|Computer science|Meteorology|Atmospheric sciences|Hydrology (agriculture)|Ancient history|Flood myth|Geotechnical engineering|Associate editor|Archaeology|Environmental science|Flood control,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355094973"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1,32,1969|1967,2,GB,
Asit K. Biswas,https://openalex.org/A4383462338,Unknown,,,,,,,"aqueducts,|water",0,Art|Snow|Philosophy|Period (music)|Literature|Natural (archaeology)|Geography|Theology|Evaporation|Aesthetics|Meteorology|History|Enthusiasm|Linguistics|Environmental science|Archaeology|Attraction|Drama,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4383462338"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1969,1,un,
Atul K. Mittal,https://openalex.org/A4347342370,Indian Institute of Technology Delhi,New Delhi,,India,28.545,77.19222,https://openalex.org/A4353582051|https://openalex.org/A4353251743|https://openalex.org/A4334164884,"aqueducts,|water",3,Cartography|Environmental engineering|Sewage|Geography|Biology|Demography|Sociology|Pollution|Sewage treatment|Rainwater harvesting|Surface runoff|Sewerage|Water resource management|Population|Action plan|Floodplain|Wetland|Ecology|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347342370"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,14,2006,1,IN,390d8aa69460d5c63bb17854944377e7eefe8310faead58c5d55ed9afb7bb87d
Ayse Erol,https://openalex.org/A2169116895,Istanbul University,Istanbul,,Turkey,41.012653,28.963255,https://openalex.org/A966541361,"aqueducts,|water",1,Art|Humanities,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2169116895"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.4090909090909091,9,1999,1,TR,bc65591de9e5d102d5dd3850e5df520bf3009b751fc9758143727458d59d18c1
B H Blyth,https://openalex.org/A2657946235,Unknown,,,,,,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A4354463369|https://openalex.org/A4351435204|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2657946235"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1907,1,un,2fe4b47965af121985be35c0c6806e7d45bf569e490f65236c11af4a8209fbfe
B. C. S. Harper,https://openalex.org/A2253761439,Unknown,,,,,,,"aqueducts,|water",0,Cartography|Levee|Geology|Environmental engineering|Water supply|Engineering|Geography|Water resource management|Water level|Hydrology (agriculture)|Embankment dam|Flood myth|Civil engineering|Geotechnical engineering|Environmental science|Archaeology|Spillway,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2253761439"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2010,1,un,
B. Scarpa,https://openalex.org/A4336899750,Public Health Department,Chennai,,India,13.07811,80.24528,,"aqueducts,|water",0,History|Geography,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4336899750"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,8,2000,1,IN,
Bao Zhi-qiang,https://openalex.org/A2630696573,Energy Storage Systems (United States),Portland,Oregon,United States,45.502823,-122.67523,,"aqueducts,|water",0,Water leakage|Mechanical engineering|Materials science|Abrasion (mechanical)|Aqueduct|Archaeology|Engineering|Durability|Civil engineering|History|Composite material|Expansion joint,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2630696573"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2010,1,US,
Barnett,https://openalex.org/A3149415077,University of Canterbury,Christchurch,,New Zealand,-43.523335,172.58194,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A4354463369|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A4351435204|https://openalex.org/A2657946235|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3149415077"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,1907,1,NZ,36a24e1b4ed0a824874446ff17b6193cce163599728777c2bb0f21f03dd19f10
Belinda Colston,https://openalex.org/A4330641531,University of Lincoln,Lincoln,Lincolnshire,United Kingdom,53.22831,-0.550374,https://openalex.org/A4349018764|https://openalex.org/A255101698|https://openalex.org/A4349679603|https://openalex.org/A1791942817,"aqueducts,|water",4,Materials science|Geology|Pozzolan|Mortar|Lime|Geotechnical engineering|Metallurgy|Mineralogy|Portland cement|Cement|Composite material,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4330641531"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1.5,6,2008,1,GB,4fce2ffe654f3f6ed099843efd8c5a1d5e68b399a98436e9556f23c7132bdf5b
Belkys Devia,https://openalex.org/A2264745437,Unknown,,,,,,https://openalex.org/A4355075653|https://openalex.org/A2122987226|https://openalex.org/A2116370296|https://openalex.org/A2138073108|https://openalex.org/A4353880555,"aqueducts,|water",5,Art|Geography|Humanities,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2264745437"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2005,1,un,ea48d1dabf5f0bd78ad751d25a701b88dc51629335ba7067196e1047e005eedb
